date,symbol,part,source,detail,claimed,expected,gap,tol,status
2026-09-21,MSFT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,-0.31,-0.31,,,,supported
2026-09-21,MSFT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,2.3%,2.3,,,,supported
2026-09-21,MSFT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-21,MSFT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,1.1,1.1,,,,supported
2026-09-21,MSFT,C,analyst:Global Macro|gemini-3.1-flash-lite,0.46,0.46,,,,supported
2026-09-21,MSFT,C,analyst:Global Macro|gemini-3.1-flash-lite,4.96%,4.96,,,,supported
2026-09-21,MSFT,C,analyst:Global Macro|gemini-3.1-flash-lite,3.4%,3.4,,,,supported
2026-09-21,MSFT,C,analyst:Global Macro|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,-0.31,-0.31,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,29%,29.0,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,3.8%,3.8,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,4.96%,4.96,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,36,36.0,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-21,MSFT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,501.6,501.6,,,,supported
2026-09-21,MSFT,C,analyst:Personal Context|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-21,MSFT,C,analyst:Personal Context|gemini-3.1-flash-lite,-0.31,-0.31,,,,supported
2026-09-21,MSFT,C,analyst:Personal Context|gemini-3.1-flash-lite,2.3%,2.3,,,,supported
2026-09-21,MSFT,C,analyst:Personal Context|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-21,MSFT,C,analyst:Personal Context|gemini-3.1-flash-lite,1.1,1.1,,,,supported
2026-09-21,NVDA,A,context,last price,227.38,227.380005,5e-06,0.005,verified
2026-09-21,NVDA,A,context,1-day move %,2.3,2.299006,0.000994,0.05,verified
2026-09-21,NVDA,A,context,5-day move %,7.8,7.783465,0.016535,0.05,verified
2026-09-21,NVDA,A,context,20-day move %,6.0,6.014544,0.014544,0.05,verified
2026-09-21,NVDA,A,context,distance from 60-day high %,-1.2,-1.183176,0.016824,0.05,verified
2026-09-21,NVDA,A,context,distance from 252-day high %,-3.3,-3.325811,0.025811,0.05,verified
2026-09-21,NVDA,A,context,20-day volatility %,47.0,46.832164,0.167836,0.5,verified
2026-09-21,NVDA,A,context,RSI,58.4,58.389393,0.010607,0.05,verified
2026-09-21,NVDA,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-21,NVDA,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-21,NVDA,A,context,above/below 200-day average,above,above,,,verified
2026-09-21,NVDA,A,context,risk score,34.0,34.5,0.5,0.5,verified
2026-09-21,NVDA,A,context,risk level,MEDIUM,MEDIUM,,,verified
2026-09-21,NVDA,A,context,macro line (verbatim),present,present,,,verified
2026-09-21,NVDA,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-21,NVDA,A,context,win rate (not independently checked),,,,,not_checked
2026-09-21,NVDA,A,context,beta (not independently checked),,,,,not_checked
2026-09-21,NVDA,A,context,correlation (not independently checked),,,,,not_checked
2026-09-21,NVDA,A,context,percentile (not independently checked),,,,,not_checked
2026-09-21,NVDA,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,+7.8%,7.8,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,30,30.0,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,200,200.0,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,-1.2%,-1.2,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,60,60.0,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,58.4,58.4,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,0.81x,0.81,,,,supported
2026-09-21,NVDA,C,analyst:Quantitative Strategist|gemini-3.8-flash,20,20.0,,,,supported
2026-09-21,NVDA,C,analyst:Risk Manager|gemini-3.8-flash,1.80,1.8,,,,supported
2026-09-21,NVDA,C,analyst:Risk Manager|gemini-3.8-flash,20,20.0,,,,supported
2026-09-21,NVDA,C,analyst:Risk Manager|gemini-3.8-flash,47%,47.0,,,,supported
2026-09-21,NVDA,C,analyst:Risk Manager|gemini-3.8-flash,64th,64.0,,,,supported
2026-09-21,NVDA,C,analyst:Value Investor|gemini-flash-latest,50%,50.0,,,,supported
2026-09-21,NVDA,C,analyst:Value Investor|gemini-flash-latest,24%,24.0,,,,supported
2026-09-21,NVDA,C,analyst:Value Investor|gemini-flash-latest,-1.02,-1.02,,,,supported
2026-09-21,NVDA,C,analyst:Value Investor|gemini-flash-latest,+7.8%,7.8,,,,supported
2026-09-21,NVDA,C,analyst:Value Investor|gemini-flash-latest,-1.2%,-1.2,,,,supported
2026-09-21,NVDA,C,analyst:Value Investor|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,NVDA,C,analyst:Behavioral Coach|gemini-3.7-flash,1.2%,1.2,,,,supported
2026-09-21,NVDA,C,analyst:Behavioral Coach|gemini-3.7-flash,60,60.0,,,,supported
2026-09-21,NVDA,C,analyst:Behavioral Coach|gemini-3.7-flash,7.8%,7.8,,,,supported
2026-09-21,NVDA,C,analyst:Behavioral Coach|gemini-3.7-flash,0.81x,0.81,,,,supported
2026-09-21,NVDA,C,analyst:Behavioral Coach|gemini-3.7-flash,1.8,1.8,,,,supported
2026-09-21,NVDA,C,analyst:Global Macro|gemini-3.7-flash,4.96%,4.96,,,,supported
2026-09-21,NVDA,C,analyst:Global Macro|gemini-3.7-flash,0.46,0.46,,,,supported
2026-09-21,NVDA,C,analyst:Global Macro|gemini-3.7-flash,1.8,1.8,,,,supported
2026-09-21,NVDA,C,analyst:Global Macro|gemini-3.7-flash,4.1%,4.1,,,,supported
2026-09-21,NVDA,C,analyst:Global Macro|gemini-3.7-flash,+0.20,0.2,,,,supported
2026-09-21,NVDA,C,analyst:Technological Innovator|gemini-3.7-flash,200,200.0,,,,supported
2026-09-21,NVDA,C,analyst:Technological Innovator|gemini-3.7-flash,1.2%,1.2,,,,supported
2026-09-21,NVDA,C,analyst:Technological Innovator|gemini-3.7-flash,60,60.0,,,,supported
2026-09-21,NVDA,C,analyst:Technological Innovator|gemini-3.7-flash,7.8%,7.8,,,,supported
2026-09-21,NVDA,C,analyst:Technological Innovator|gemini-3.7-flash,47%,47.0,,,,supported
2026-09-21,NVDA,C,analyst:Technological Innovator|gemini-3.7-flash,1.8,1.8,,,,supported
2026-09-21,NVDA,C,analyst:Personal Context|gemini-3.8-flash,20,20.0,,,,supported
2026-09-21,NVDA,C,analyst:Personal Context|gemini-3.8-flash,47%,47.0,,,,supported
2026-09-21,NVDA,C,analyst:Personal Context|gemini-3.8-flash,1.8,1.8,,,,supported
2026-09-21,NVDA,C,analyst:Personal Context|gemini-3.8-flash,1.2%,1.2,,,,supported
2026-09-21,NVDA,C,analyst:Personal Context|gemini-3.8-flash,60,60.0,,,,supported
2026-09-21,NVDA,C,analyst:Personal Context|gemini-3.8-flash,200,200.0,,,,supported
2026-09-21,QQQ,A,context,last price,741.47,741.469971,2.9e-05,0.005,verified
2026-09-21,QQQ,A,context,1-day move %,2.8,2.882054,0.082054,0.05,mismatch
2026-09-21,QQQ,A,context,5-day move %,4.6,4.662091,0.062091,0.05,mismatch
2026-09-21,QQQ,A,context,20-day move %,3.9,3.928847,0.028847,0.05,verified
2026-09-21,QQQ,A,context,distance from 60-day high %,0.0,0.0,0.0,0.05,verified
2026-09-21,QQQ,A,context,distance from 252-day high %,-0.5,-0.519348,0.019348,0.05,verified
2026-09-21,QQQ,A,context,20-day volatility %,16.0,16.667722,0.667722,0.5,mismatch
2026-09-21,QQQ,A,context,RSI,65.7,65.587719,0.112281,0.05,mismatch
2026-09-21,QQQ,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-21,QQQ,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-21,QQQ,A,context,above/below 200-day average,above,above,,,verified
2026-09-21,QQQ,A,context,risk score,22.0,22.4,0.4,0.5,verified
2026-09-21,QQQ,A,context,risk level,LOW,LOW,,,verified
2026-09-21,QQQ,A,context,macro line (verbatim),present,present,,,verified
2026-09-21,QQQ,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-21,QQQ,A,context,win rate (not independently checked),,,,,not_checked
2026-09-21,QQQ,A,context,beta (not independently checked),,,,,not_checked
2026-09-21,QQQ,A,context,correlation (not independently checked),,,,,not_checked
2026-09-21,QQQ,A,context,percentile (not independently checked),,,,,not_checked
2026-09-21,QQQ,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-21,QQQ,C,analyst:Quantitative Strategist|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,QQQ,C,analyst:Quantitative Strategist|gemini-flash-latest,-0.5%,-0.5,,,,supported
2026-09-21,QQQ,C,analyst:Quantitative Strategist|gemini-flash-latest,252,252.0,,,,supported
2026-09-21,QQQ,C,analyst:Quantitative Strategist|gemini-flash-latest,30,30.0,,,,supported
2026-09-21,QQQ,C,analyst:Quantitative Strategist|gemini-flash-latest,200,200.0,,,,supported
2026-09-21,QQQ,C,analyst:Quantitative Strategist|gemini-flash-latest,65.7,65.7,,,,supported
2026-09-21,QQQ,C,analyst:Risk Manager|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,QQQ,C,analyst:Risk Manager|gemini-flash-latest,22,22.0,,,,supported
2026-09-21,QQQ,C,analyst:Risk Manager|gemini-flash-latest,100,100.0,,,,supported
2026-09-21,QQQ,C,analyst:Risk Manager|gemini-flash-latest,16%,16.0,,,,supported
2026-09-21,QQQ,C,analyst:Risk Manager|gemini-flash-latest,+0.90,0.9,,,,supported
2026-09-21,QQQ,C,analyst:Risk Manager|gemini-flash-latest,4.96%,4.96,,,,supported
2026-09-21,QQQ,C,analyst:Value Investor|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,QQQ,C,analyst:Value Investor|gemini-flash-latest,4.6%,4.6,,,,supported
2026-09-21,QQQ,C,analyst:Value Investor|gemini-flash-latest,65.7,65.7,,,,supported
2026-09-21,QQQ,C,analyst:Value Investor|gemini-flash-latest,-0.05,-0.05,,,,supported
2026-09-21,QQQ,C,analyst:Value Investor|gemini-flash-latest,4.96%,4.96,,,,supported
2026-09-21,QQQ,C,analyst:Behavioral Coach|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,QQQ,C,analyst:Behavioral Coach|gemini-flash-latest,4.6%,4.6,,,,supported
2026-09-21,QQQ,C,analyst:Behavioral Coach|gemini-flash-latest,1.44x,1.44,,,,supported
2026-09-21,QQQ,C,analyst:Behavioral Coach|gemini-flash-latest,65.7,65.7,,,,supported
2026-09-21,QQQ,C,analyst:Behavioral Coach|gemini-flash-latest,19%,19.0,,,,supported
2026-09-21,QQQ,C,analyst:Behavioral Coach|gemini-flash-latest,-0.05,-0.05,,,,supported
2026-09-21,QQQ,C,analyst:Global Macro|gemini-3.7-flash,4.96%,4.96,,,,supported
2026-09-21,QQQ,C,analyst:Global Macro|gemini-3.7-flash,+0.46,0.46,,,,supported
2026-09-21,QQQ,C,analyst:Global Macro|gemini-3.7-flash,+0.20,0.2,,,,supported
2026-09-21,QQQ,C,analyst:Global Macro|gemini-3.7-flash,4.1%,4.1,,,,supported
2026-09-21,QQQ,C,analyst:Technological Innovator|gemini-flash-latest,741.47,741.47,,,,supported
2026-09-21,QQQ,C,analyst:Technological Innovator|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,QQQ,C,analyst:Technological Innovator|gemini-flash-latest,+0.0%,0.0,,,,supported
2026-09-21,QQQ,C,analyst:Technological Innovator|gemini-flash-latest,-0.5%,-0.5,,,,supported
2026-09-21,QQQ,C,analyst:Technological Innovator|gemini-flash-latest,252,252.0,,,,supported
2026-09-21,QQQ,C,analyst:Technological Innovator|gemini-flash-latest,1.44x,1.44,,,,supported
2026-09-21,QQQ,C,analyst:Personal Context|gemini-flash-latest,50%,50.0,,,,supported
2026-09-21,QQQ,C,analyst:Personal Context|gemini-flash-latest,-0.05,-0.05,,,,supported
2026-09-21,QQQ,C,analyst:Personal Context|gemini-flash-latest,60,60.0,,,,supported
2026-09-21,SPY,A,context,last price,773.5,773.5,0.0,0.005,verified
2026-09-21,SPY,A,context,1-day move %,1.6,1.550499,0.049501,0.05,verified
2026-09-21,SPY,A,context,5-day move %,1.9,1.911048,0.011048,0.05,verified
2026-09-21,SPY,A,context,20-day move %,1.3,1.266884,0.033116,0.05,verified
2026-09-21,SPY,A,context,distance from 60-day high %,-0.3,-0.316151,0.016151,0.05,verified
2026-09-21,SPY,A,context,distance from 252-day high %,-0.3,-0.316151,0.016151,0.05,verified
2026-09-21,SPY,A,context,20-day volatility %,11.0,10.618798,0.381202,0.5,verified
2026-09-21,SPY,A,context,RSI,59.8,59.801232,0.001232,0.05,verified
2026-09-21,SPY,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-21,SPY,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-21,SPY,A,context,above/below 200-day average,above,above,,,verified
2026-09-21,SPY,A,context,risk score,18.0,18.0,0.0,0.5,verified
2026-09-21,SPY,A,context,risk level,LOW,LOW,,,verified
2026-09-21,SPY,A,context,macro line (verbatim),present,present,,,verified
2026-09-21,SPY,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-21,SPY,A,context,win rate (not independently checked),,,,,not_checked
2026-09-21,SPY,A,context,beta (not independently checked),,,,,not_checked
2026-09-21,SPY,A,context,correlation (not independently checked),,,,,not_checked
2026-09-21,SPY,A,context,percentile (not independently checked),,,,,not_checked
2026-09-21,SPY,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-21,SPY,C,analyst:Quantitative Strategist|gemini-3.6-flash,-0.3%,-0.3,,,,supported
2026-09-21,SPY,C,analyst:Quantitative Strategist|gemini-3.6-flash,60,60.0,,,,supported
2026-09-21,SPY,C,analyst:Quantitative Strategist|gemini-3.6-flash,59.8,59.8,,,,supported
2026-09-21,SPY,C,analyst:Quantitative Strategist|gemini-3.6-flash,0.30,0.3,,,,supported
2026-09-21,SPY,C,analyst:Quantitative Strategist|gemini-3.6-flash,24%,24.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,18,18.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,100,100.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,20,20.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,11%,11.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,0.3%,0.3,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,252,252.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,0.30,0.3,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,24%,24.0,,,,supported
2026-09-21,SPY,C,analyst:Risk Manager|gemini-3.7-flash,50%,50.0,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,773.50,773.5,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,-0.3%,-0.3,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,60,60.0,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,252,252.0,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,4.96%,4.96,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,18,18.0,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,100,100.0,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,20,20.0,,,,supported
2026-09-21,SPY,C,analyst:Value Investor|gemini-3.6-flash,11%,11.0,,,,supported
2026-09-21,SPY,C,analyst:Behavioral Coach|gemini-3.6-flash,-0.3%,-0.3,,,,supported
2026-09-21,SPY,C,analyst:Behavioral Coach|gemini-3.6-flash,60,60.0,,,,supported
2026-09-21,SPY,C,analyst:Behavioral Coach|gemini-3.6-flash,18,18.0,,,,supported
2026-09-21,SPY,C,analyst:Behavioral Coach|gemini-3.6-flash,100,100.0,,,,supported
2026-09-21,SPY,C,analyst:Global Macro|gemini-3.6-flash,500,500.0,,,,supported
2026-09-21,SPY,C,analyst:Global Macro|gemini-3.6-flash,773.50,773.5,,,,supported
2026-09-21,SPY,C,analyst:Global Macro|gemini-3.6-flash,60,60.0,,,,supported
2026-09-21,SPY,C,analyst:Global Macro|gemini-3.6-flash,4.96%,4.96,,,,supported
2026-09-21,SPY,C,analyst:Global Macro|gemini-3.6-flash,0.46,0.46,,,,supported
2026-09-21,SPY,C,analyst:Technological Innovator|gemini-3.6-flash,773.50,773.5,,,,supported
2026-09-21,SPY,C,analyst:Technological Innovator|gemini-3.6-flash,-0.3%,-0.3,,,,supported
2026-09-21,SPY,C,analyst:Technological Innovator|gemini-3.6-flash,60,60.0,,,,supported
2026-09-21,SPY,C,analyst:Technological Innovator|gemini-3.6-flash,+0.90,0.9,,,,supported
2026-09-21,SPY,C,analyst:Technological Innovator|gemini-3.6-flash,+0.64,0.64,,,,supported
2026-09-21,SPY,C,analyst:Technological Innovator|gemini-3.6-flash,24%,24.0,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,50%,50.0,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,773.50,773.5,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,-0.3%,-0.3,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,60,60.0,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,18,18.0,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,100,100.0,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,20,20.0,,,,supported
2026-09-21,SPY,C,analyst:Personal Context|gemini-3.5-flash,11%,11.0,,,,supported
2026-09-21,TLT,A,context,last price,81.8,81.800003,3e-06,0.005,verified
2026-09-21,TLT,A,context,1-day move %,0.7,0.676927,0.023073,0.05,verified
2026-09-21,TLT,A,context,5-day move %,1.1,1.075006,0.024994,0.05,verified
2026-09-21,TLT,A,context,20-day move %,0.1,0.077333,0.022667,0.05,verified
2026-09-21,TLT,A,context,distance from 60-day high %,-5.4,-5.375961,0.024039,0.05,verified
2026-09-21,TLT,A,context,distance from 252-day high %,-10.2,-10.15716,0.04284,0.05,verified
2026-09-21,TLT,A,context,20-day volatility %,9.0,9.009402,0.009402,0.5,verified
2026-09-21,TLT,A,context,RSI,49.8,49.843536,0.043536,0.05,verified
2026-09-21,TLT,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-21,TLT,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-21,TLT,A,context,above/below 200-day average,below,below,,,verified
2026-09-21,TLT,A,context,risk score,45.0,44.7,0.3,0.5,verified
2026-09-21,TLT,A,context,risk level,MEDIUM,MEDIUM,,,verified
2026-09-21,TLT,A,context,macro line (verbatim),present,present,,,verified
2026-09-21,TLT,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-21,TLT,A,context,win rate (not independently checked),,,,,not_checked
2026-09-21,TLT,A,context,beta (not independently checked),,,,,not_checked
2026-09-21,TLT,A,context,correlation (not independently checked),,,,,not_checked
2026-09-21,TLT,A,context,percentile (not independently checked),,,,,not_checked
2026-09-21,TLT,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-21,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-21,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-21,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-21,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,49.8,49.8,,,,supported
2026-09-21,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,0.84x,0.84,,,,supported
2026-09-21,TLT,C,analyst:Quantitative Strategist|gemini-3.1-flash-lite,1.1%,1.1,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,0.30,0.3,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,31%,31.0,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,-10.2%,-10.2,,,,supported
2026-09-21,TLT,C,analyst:Risk Manager|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-21,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,4.96%,4.96,,,,supported
2026-09-21,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,3.4%,3.4,,,,supported
2026-09-21,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,5.4%,5.4,,,,supported
2026-09-21,TLT,C,analyst:Value Investor|gemini-3.1-flash-lite,60,60.0,,,,supported
2026-09-21,TLT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,50%,50.0,,,,supported
2026-09-21,TLT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-21,TLT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,0.46,0.46,,,,supported
2026-09-21,TLT,C,analyst:Behavioral Coach|gemini-3.1-flash-lite,0.84x,0.84,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,4.96%,4.96,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,100,100.0,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,+0.20,0.2,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,10.2%,10.2,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-21,TLT,C,analyst:Global Macro|gemini-3.1-flash-lite,0.30,0.3,,,,supported
2026-09-21,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,200,200.0,,,,supported
2026-09-21,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,31%,31.0,,,,supported
2026-09-21,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,0.46,0.46,,,,supported
2026-09-21,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,4.96%,4.96,,,,supported
2026-09-21,TLT,C,analyst:Technological Innovator|gemini-3.1-flash-lite,45,45.0,,,,supported
2026-09-21,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,4.96%,4.96,,,,supported
2026-09-21,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,20,20.0,,,,supported
2026-09-21,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,9%,9.0,,,,supported
2026-09-21,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,10.2%,10.2,,,,supported
2026-09-21,TLT,C,analyst:Personal Context|gemini-3.1-flash-lite,252,252.0,,,,supported
2026-09-21,TSLA,A,context,last price,375.3,375.299988,1.2e-05,0.005,verified
2026-09-21,TSLA,A,context,1-day move %,3.0,3.027974,0.027974,0.05,verified
2026-09-21,TSLA,A,context,5-day move %,4.5,4.549123,0.049123,0.05,verified
2026-09-21,TSLA,A,context,20-day move %,3.4,3.42832,0.02832,0.05,verified
2026-09-21,TSLA,A,context,distance from 60-day high %,-11.8,-11.756408,0.043592,0.05,verified
2026-09-21,TSLA,A,context,distance from 252-day high %,-23.4,-23.389405,0.010595,0.05,verified
2026-09-21,TSLA,A,context,20-day volatility %,47.0,46.956013,0.043987,0.5,verified
2026-09-21,TSLA,A,context,RSI,58.6,58.61419,0.01419,0.05,verified
2026-09-21,TSLA,A,context,engine confidence %,50.0,50.0,0.0,0.5,verified
2026-09-21,TSLA,A,context,engine signal,HOLD,HOLD,,,verified
2026-09-21,TSLA,A,context,above/below 200-day average,below,below,,,verified
2026-09-21,TSLA,A,context,risk score,75.0,75.0,0.0,0.5,verified
2026-09-21,TSLA,A,context,risk level,HIGH,HIGH,,,verified
2026-09-21,TSLA,A,context,macro line (verbatim),present,present,,,verified
2026-09-21,TSLA,A,context,Sharpe (not independently checked),,,,,not_checked
2026-09-21,TSLA,A,context,win rate (not independently checked),,,,,not_checked
2026-09-21,TSLA,A,context,beta (not independently checked),,,,,not_checked
2026-09-21,TSLA,A,context,correlation (not independently checked),,,,,not_checked
2026-09-21,TSLA,A,context,percentile (not independently checked),,,,,not_checked
2026-09-21,TSLA,B,ceo.headline,headline vote-weight %,100.0,100.0,0.0,0.5,verified
2026-09-21,TSLA,C,analyst:Quantitative Strategist|gemini-flash-latest,+4.5%,4.5,,,,supported
2026-09-21,TSLA,C,analyst:Quantitative Strategist|gemini-flash-latest,58.6,58.6,,,,supported
2026-09-21,TSLA,C,analyst:Quantitative Strategist|gemini-flash-latest,30,30.0,,,,supported
2026-09-21,TSLA,C,analyst:Quantitative Strategist|gemini-flash-latest,200,200.0,,,,supported
2026-09-21,TSLA,C,analyst:Quantitative Strategist|gemini-flash-latest,200,200.0,,,,supported
2026-09-21,TSLA,C,analyst:Risk Manager|gemini-3.7-flash,75,75.0,,,,supported
2026-09-21,TSLA,C,analyst:Risk Manager|gemini-3.7-flash,100,100.0,,,,supported
2026-09-21,TSLA,C,analyst:Risk Manager|gemini-3.7-flash,47%,47.0,,,,supported
2026-09-21,TSLA,C,analyst:Risk Manager|gemini-3.7-flash,2.0,2.0,,,,supported
2026-09-21,TSLA,C,analyst:Risk Manager|gemini-3.7-flash,200,200.0,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,375.30,375.3,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,75,75.0,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,100,100.0,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,23.4%,23.4,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,252,252.0,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,200,200.0,,,,supported
2026-09-21,TSLA,C,analyst:Value Investor|gemini-3.6-flash,50%,50.0,,,,supported
